"Fundplatz";"Grabkomplexnummer";"Grabkomplexbezeichnung";"Grabkomplexbeschreibung";"Grabkomplexerhaltung";"Hügeleinbauten";"Grabstele";"Hügelerweiterung";"Einfachgrablage"
718;1272;"Hügel 24";"Hügel, ausgegraben 1901";3;0;0;0;
718;1273;"Hügel 29";"Hügel, ausgegraben 1901";3;0;0;0;
718;1329;"Hügel 6";"Hügel mit latènezeitlicher [Erst??]-Bestattung";3;0;0;0;
718;2841;"Hügel 8";"Hügel, 1901 ausgegraben";3;0;0;0;
718;2842;"Hügel 9";"Hügel, ausgegraben 1901";3;0;0;0;
718;2843;"Hügel 11";"Hügel, ausgegraben 1901; 0,4 m unter Oberfläche Skelett ohne Beigaben";3;0;0;0;
718;2844;"Hügel 18";"Hügel mit uk-zeitlicher Erstbestattung";3;0;0;0;
718;2845;"Hügel 21";"Hügel, ausgegraben 1901";3;0;0;0;
718;2846;"Hügel 23";"Hügel, ausgegraben 1901";3;0;0;0;
718;2853;"Hügel 30";"Hügel, ausgegraben 1901";3;0;0;0;
718;2854;"Hügel 31";"Hügel, ausgegraben 1901";3;0;0;0;
718;2855;"Hügel 33";"Hügel, weitgehend eingeebnet, 1901 ausgegraben";3;0;0;0;
718;2856;"Hügel 34";"Hügel, weitgehend eingeebnet, 1901 ausgegraben";3;0;0;0;
722;1201;"Grab 1930";"Körperbestattung";4;0;0;0;
733;1205;"Grab I";"Körperbestattung unter Steinpackung; Ausgrabung 1927";4;0;0;0;
733;1263;"Grab II";"Körperbestattung unter Steinpackung; Ausgrabung 1927";4;0;0;0;
734;1264;"Hügel II";"Hügel, mehrere Fundgruppen in verschiedenen Tiefen";3;0;0;0;
734;2003;"Hügel I";"Hügel, mehrere Fundgruppen in verschiedenen Tiefen";3;0;0;0;
737;1076;"Grab 1930";"Körperbestattung";4;0;0;0;
740;1206;"Hügel 1948";"Hügel, nach Zürn mit Steinpackung [die mit Dm. von 11 m größer wäre als Hügeldm.], wohl mit uk-zeitlichem Primärgrab";3;0;0;0;
743;1341;"Hügel A";"Hügel, auf uk-zeitlicher Siedlungsschicht errichtet, die auf kreisrunder Fläche von 24 m erhalten war [wohl ursprünglicher Hügeldm.]; daran anschließend Schicht und darunterliegender Lehm auf 15 m B. und bis 0,4 m T. für Schüttungsmaterial abgegraben; ent";1;0;0;0;
743;1343;"Hügel B";"Hügel mit einer komplizierten Entstehungsgeschichte nach Aufdermauer; vermutlich zuerst 2 getrennte kleinere Hügel über den Gräbern 2 und 4 errichtet; anschließend am Hügelfuß von Grab 2 Grab 1 mit dazugehörigem doppeltem Kreisgräbchen und äußerer Stangen";3;0;0;1;
743;1346;"Hügel D";"Einplanierter Hügel (Dm. 8-9 m)";3;0;0;0;
743;1348;"Hügel E";"Hügel; in der Hügelschüttung uk-zeitliche Streuscherben";2;0;0;0;
743;1349;"Hügel F";"Hügel";3;0;0;0;
743;1350;"Hügel G";"Einplanierter Hügel; innerhalb des Hügels auf kreisrunder Fläche von 10-11 m grauschwarze Erdschicht von 0,15 m Dicke (Planierungsschicht für Erstbestattung oder uk-zeitliche Schicht, die rundherum abgegraben ist?)";3;0;0;0;
743;1371;"Hügel H";"Planierter Hügel";3;0;0;0;
743;1376;"Hügel J";"Hügel mit Kreisgraben (Dm. 15-16 m); auf dem Hügelgrund mit Holzkohle durchsetzte, kreisförmige dunkle Lehmschicht (0,2-0,3 m dick) (uk-zeitliche Siedlungsschicht?)";2;0;0;0;
743;1378;"Hügel L";"Einplanierter Hügel mit Kreisgraben und ""Holzzaun"" im SW aus durchschnittlich 0,1 m dicken Rundhölzern, die auf schräger Ebene übereinanderlagen; zentrales Brandgrab und offenbar mehrere Nachbestattungen weitgehend modern zerstört; offenbar noch in Hügels";2;1;0;0;
743;1379;"Hügel M";"Hügel, 1,2 m hoch über alter Oberfläche erhalten [dazu kommt noch Materialentnahmegraben], unter dem Hügel uk-zeitliche Siedlungsschicht auf annähernd kreisförmiger Fläche von ca. 30 m erhalten [wohl alter Hügeldm.], anschließende Fläche zur Materialentna";2;0;0;0;
743;1381;"Hügel N";"Hügel, 1,4 m hoch über alter Oberfläche erhalten [dazu kommt noch Materialentnahmegraben], evtl. ehemals flächig mit Kiesmantel abgedeckt (Beschreibung Grab 3); unter dem Hügel uk-zeitliche Siedlungsschicht auf annähernd kreisförmiger Fläche von ca. 30 m ";2;0;0;0;
743;1382;"Hügel O";"Hügel (Dm. 9-10 m), nur teilweise ausgegraben";3;0;0;0;
743;1383;"Hügel Q";"Hügel, auf uk-zeitlicher Siedlungsschicht, die ringsherum abgegraben war [da Schüttung 0,4 m hoch, Eingrabung 0,2 m tief]; vollständige Ausgrabung";2;0;0;0;
743;1384;"Hügel R";"Hügel, zu 3/4 im Materialgrab von Hügel A gelegen (uk-Siedlungsschicht im N erhalten); mit elliptisch-rechteckigem ""Steinkranz"" von 11 x 8 m und 1 m B. aus plattigen Kalksteinen, die schräg gegen Hügelmitte geschichtet waren (bis zu H. von 0,65 m) [gesmat";3;0;0;0;
743;1385;"Hügel T";"Hügel, im Materialentnahmegraben von Hügel A errichtet; zuunterst 0,3 m dicke, nach außen ausdünnende Erdschicht aufgeschüttet, darüber Lehmschüttung; nur partiell ausgegraben";3;0;0;0;
743;1386;"Hügel U";"Hügel, teilweise auf dem Materialentnahmegraben von Hügel A errichtet, im S uk-Siedlungsschicht erhalten; im anderen Bereich wurde Graben aufgefüllt (darunter lag bereits von Hügel A abgeflossene Schwemmerde) [Hügel A also offensichtlich wesentlich älter]";2;0;0;0;
743;1387;"Hügel V";"Hügel mit 1 m breitem Kreisgraben (Dm. 14-15 m) und - im Abstand von 0,9 m - Pfostenkranz, vielleicht gänzlich aus Doppelpfosten; Hügel wohl im Materialentnahmebereich anderer Hügel errichtet, insbesondere auch im Materialentnahmegraben von Hügel M; nur t";2;0;0;0;
743;1388;"Hügel W";"Ovaler Hügel (Dm. 16 x 11 m), der vollständig im Materialentnahmegraben von Hügel M lag; am N- und O-Rand hatte man alten Graben zur Materialentnahme zusätzlich abgetieft (im N 7 m weit verfolgt, im N 12 m); weitgehend vollständig ausgegraben";1;0;0;0;
743;1389;"Hügel X";"Hügel (genaue Ausdehnung nicht zu ermitteln), ohne die sonst vorhandene uk-Schicht (vermutlich für andere Hügel abgegraben)";3;0;0;0;
743;3179;"Hügel C";"Planierter Hügel (Dm. mind. 15-16 m)";3;0;0;0;
743;3180;"Hügel P";"Sehr flacher Hügel; Hügelboden wurde von 0,2 m Lehmschicht bedeckt, die Fläche von 3 m Dm. einnahm (künstliche Planierschicht oder an den Seiten abgegrabene uk-zeitliche Siedlungsschicht? [letzteres ist wahrscheinlicher; Hügel wäre dann sehr stark auseina";3;0;0;0;
743;3181;"Grab a";"Eingetieftes Grab mit Körper- und Brandbestattung, etwas wsw des Hügelrandes von Hügel M, in dessen Materialgraben eingetieft (also jünger)";4;0;0;0;"2"
743;3182;"Grab b";"Eingetieftes Grab mit Brandbestattung, etwas wsw des Hügelrandes von Hügel M, in dessen Materialgraben eingetieft (also jünger); 0,25 m neben Grab a";4;0;0;0;"2"
743;3183;"Grab c";"Brandgrab, 2,5 m sö des Kreisgrabens von Hügel c [lag vermutlich auch bereits in der Zone des Materialentnahmegrabens von Hügel M]";4;0;0;0;"2"
743;3184;"Grab d";"Brandgrab, 1,6 m ssö des Kreisgrabens von Hügel V";4;0;0;0;"2"
743;3185;"Grab f";"Eingetieftes Brandgrab, auf halbem Wege zwischen den Hügeln S und V gelegen (jeweils 6-7 m vom Hügelrand entfernt)";5;0;0;0;"3"
743;3186;"Grab g";"Eingetieftes Brandgrab, auf halbem Wege zwischen den Hügeln S und V gelegen (jeweils 6-7 m vom Hügelrand entfernt), 0,4 m w von Grab f; keinerlei Hinweise auf Hügel";4;0;0;0;"3"
743;3187;"Grab i";"Eingetieftes Brandgrab, ca. 10 m wnw von Hügel S";4;0;0;0;"3"
743;3188;"Grab k";"Eingetieftes Brandgrab, ca. 7 m nnw von Hügel J; kein Hügel erkennbar";4;0;0;0;"3"
745;1432;"Hügel von 1983";"Grabhügel mit aufwendiger Nachbestattung, die zum Abtragen des größten Teiles der Steinpackung führte; Steinpackung bedeckte ehemals Zentralbestattung + Urnengrab; Steinkreis trotz gezielter Suche nicht nachgewiesen, Ettel schließt einen solchen aber nich";3;0;0;1;
746;1434;"Grab 1";"Bereits stark zerstörte Steinpackung, die von Kranz größerer Steinbrocken abgeschlossen wurde;";3;0;0;0;
746;1435;"Grab 2";"Bereits weitgehend zerstörte Steinpackung aus Kalksteinen mittlerer Größe mit errechnetem Durchmesser von 9-10 m ohne Hinweise auf einen Steinkranz; um (und außerhalb) den Hügelfuß lagen 4 frühlatènezeitliche Grabgruben; Lesefund eines Steigbügelrings wir";3;0;1;0;
746;1436;"Grab 3";"Steinpackung aus ein- bis zweilagig auf angestehendem Lehm aufgeschichtete kleinen bis mittelgroßen Steinen, abgeschlossen von Kranz größerer Steine; Bereich über Zentralbestattung fast steinleer;; südöstlich des Steinkranzes 2 nebeneinanderliegende Scher";2;0;0;0;
746;1437;"Grab 4";"Steinpackung, einlagig auf anstehendem Lehm aufliegende Steinpackung, bestehend hauptsächlich aus Kalksteinen mittlerer Größe; am Rand durch einen Kranz größerer Steine abgeschlossen; Bereich über Grabkammer der Zentralbestattung weitgehend steinleer";2;0;0;0;
746;1438;"Grab 5";"Steinpackung aus Kalksteinen + wenigen Sandsteinen mittleren bis großen Formats, auf anstehendem Lehm ein- + teilweise mehrlagig aufgeschichtet; am Rand Steinkranz aus großen oder sehr großen Steinbrocken; auch über Zentralbestattung noch Steinlage; mit e";2;0;0;0;
746;1439;"Grab 6";"Bereits stark zerstörte Steinpackung aus Kalksteinen mittleren Formats, nur noch kleinflächig erhalten";3;0;0;0;
746;1440;"Grab 7";"Bereits stark zerstörte Steinpackung aus einschichtig auf Lehm aufliegenden Kalksteinen kleinen bis mittleren Formats; nur geringe Reste erhalten";3;0;0;0;
746;1441;"Grab 8";"Teilweise zerstörte Steinpackung aus mittleren bis kleinen Kalksteinen, einschichtig auf anstehendem Lehm aufgeschichtet, abgeschlossen durch Kranz größerer Steine; Zentralbestattung noch von schütterer Steinlage bedeckt";2;0;0;0;
746;1442;"Grab 9";"Teilweise zerstörte Steinpackung aus einlagig auf anstehendem Lehm gelegte Kalksteine kleiner und mittlerer Größe, abgeschlossen von Steinkranz z. T. größerer Steine";2;0;0;0;
746;1443;"Grab 10";"Lückenhaft erhaltene Steinpackung aus einlagig auf anstehenden Lehm aufgeschichteten Kalksteine mittlerer Größe; Grabhügel allerdings nicht vollständig ausgegraben";2;0;0;0;
746;1444;"Grab 11";"Lückenhaft erhaltene Steinpackung aus einlagig auf anstehendem Lehm aufgeschichteten Kalksteinen kleiner bis mittlerer Größe; Steinpackung aus Zeitgründen allerdings nicht vollständig aufgedeckt";2;0;0;0;
746;1445;"Grab 12";"Nur noch einige wenige Steine weisen auf ehemalige, bereits weitgehend zerstörte Steinpackung unbekannter Größe hin";3;0;0;0;
746;1446;"Grab 13";"bereits stark zerstörtes Brandgrab";3;0;0;0;
746;1447;"Grab 14";"mehrere Kalksteine kleineren Formats auf Fläche von 1,2 x 1 m deuten ehemalige Steinpackung an";3;0;0;0;
746;1448;"Grab 15";"Brandbestattung, ohne Hinweise auf oberirdische Kennzeichnung";4;0;0;0;
746;1449;"Grab 16";"Verpflügte Brandbestattung";4;0;0;0;
747;1450;"Grab 1";"Bereits weitgehend zerstörte Steinpackung aus mittelgroßen Kalksteinen; keine vollständige Freilegung, deshalb auch keine Aussage über einen evtl. Steinkreis möglich";3;0;0;0;
747;1451;"Grab 3";"Nur noch lückenhaft erhaltene Steinpackung aus Kalksteinen, umgeben von einreihigem Steinkreis aus senkrecht direkt auf anstehenden Lehmboden gestellten Kalksteinplatten; nicht vollständig untersucht";3;0;0;0;
747;1452;"Grab 4";"annähernd quadratische Steinpackung aus kleineren Kalk- + Sandsteinbrocken; Nachbestattung dabei ein- bis zweireihig von größeren Sandsteinblöcken umschlosssen; Steinkreis aus einreihig gesetzten direkt auf andstehenden Lehm aufliegenden Sandsteinbrocken ";2;0;0;0;
747;1453;"Grab 5";"Recht gut erhaltener Steinkreis aus senkrecht gestellten, leicht nach außen geneigten Steinplatten [deutet wiederum auf Überhügelung], meist einreihig gesetzt; Bereich der Grabkammer nahezu vollständig zerstört, keine Reste mehr einer evtl. Steinpackung e";3;0;0;0;
747;1454;"Grab 7";"Brandgrab mit Steinschutz in Form einiger um das Gefäß verteilter Sandsteinbrocken";3;0;0;0;
747;1455;"Grab 8";"Urnengrab etwa 0,3 m südlich von Grab 7, evtl. durch einige Sandsteinbrocken geschützt";3;0;0;0;
747;1456;"Grab 9";"Urnengrab";4;0;0;0;
747;1457;"Grab 10";"Grabanlage mit Steinkreis, eine Untersuchung fand aus Zeitgründen nicht statt";5;0;0;0;
748;1458;"Grab 1981";"Steinkreis nur teilweise ergraben, bestehend aus auf anstehenden Lehmboden gesetzten in Reihe gelegten Kalksteinen; Hinweise auf eine Steinpackung fehlen";2;0;0;0;
748;1567;"Grab 1972/1";"Brandgrab";5;0;0;0;
748;1568;"Grab 1972/2";"Brandgrab";5;0;0;0;
748;3192;"Grab 1969";"Hügel [? Erhaltung?]";3;0;0;0;
749;1459;"Grab 54";"Steinkreis aus großen, in einfacher Reihe auf anstehenden Lehmboden gelegte Kalksteinbrocken (nur noch im O erhalten); steinerne Kammerabdeckung aus großen Steinbrocken nur noch lückenhaft erhalten; Ausgrabung erfaßte nur südlichen 2 Drittel des Grabhügel";2;0;0;0;
749;1460;"Grab 54 Brandbestattung";"auf O-Seite von Grab 54 Brandgrab neben senkrecht stehendem Stein des Steinkreises [zeitliches Verhältnis zu Zentralbestattung damit nicht eindeutig]";3;0;1;0;"2"
749;1461;"Grab 55";"bereits stark zerstörtes Grab; Reste einer Steinabdeckung";3;0;0;0;
749;1462;"Grab 59";"Grabkammer auf ebener Erde angelegt, deshalb wohl überhügelt, aber weder dafür Hinweise noch auf Steinpackung noch auf Steinkreis";2;0;0;0;
749;1463;"Grab 57";"Nur ausschnittsweise ausgegrabenes Grab; ein kleiner Suchschnitt ergab keine Hinweise auf Steinkreis oder Steinpackung über dem Grab";3;0;0;0;
749;1464;"Grab 58";"Steinkreis aus großen, länglichen Kalksteinblöcken auf anstehendem Lehmboden in einfacher Reihe; zentral gelegen rechteckige Steinpackung (3,8 x 3,4 m), recht gut erhalten, aus Kalk- weniger aus Sandsteinen; über Kammer einlagig, am Rand zweilagig auf ans";2;0;0;0;
749;1465;"Grab 60";"Durch Pflug bereits stark zerstörte Steinpackung, wie einige verstreute Kalksteine andeuten; nach einem Steinkreis wurde nicht gezielt gesucht";3;0;0;0;
750;1466;"Grab 1";"Insgesamt gut erhaltene Steinpackung, mit Störung im N (vielleicht eine Alt-Grabung), begrenzt durch Kranz größerer Steine, auf anstehendem Lehm aufliegend";2;0;0;0;
750;1467;"Grab 2";"Brandgrab, mit größeren Steinen abgedeckt, die zum Steinkreis von Grab 1 gehörten [Altersverhältnis von Grab 1 zu 2 demnach unklar]";2;0;1;0;
750;1468;"Grab 3";"Nahezu vollständig erhaltener Steinkreis aus Kalksteinen auf Lehmboden; nur bei kleineren Steinen mehrreihig, -schichtig angelegt; Steinpackung zentral im Steinkreis gelegen, saß auf Lehmboden auf; von rechteckiger bis ovaler Form; Abstand zum Steinkreis ";1;0;0;0;
750;1469;"Grab 4";"Unter nordwestl. Ecke der Grabkammer von Grab 3 gelegenes Brandgrubengrab [damit offensichtlich älter als Grab 3]";4;0;0;0;
750;1470;"Grab 5";"Steinpackung aus Kalksteinen unterschiedlichen Formats, ein- bis zweilagig auf anstehendem Lehm aufliegend; im S an Steinkreis von Grab 3 anschließend [und damit jünger als dies]";2;0;0;0;
750;1471;"Grab 6";"Steinpackung aus Kalk-, weniger aus Sandsteinen, meist einlagig auf Lehmboden aufliegend; begrenzt von Kranz z. T. größerer Steine";1;0;0;0;
750;1472;"Grab 7";"Sehr gut erhaltene Steinpackung aus Kalksteinen, einlagig, seltener auch zweilagig, auf anstehendem Lehmboden; zum Rand hin durch etwas größere Steine abgeschlossen [nach Taf. 31 scheint es, als ob Grab  7 nachträglich zwischen Grab 6 + 9 eingebaut sei; z";1;0;0;0;
750;1473;"Grab 8";"Brandgrubengrab";4;0;0;0;
750;1474;"Grab 9";"Steinkreis aus doppelter Reihe auf anstehenden Lehm gelegter Kalksteinbrocken, nur teilweise ausgegraben; Hinweise auf ehemalige Steinpackung evtl. in kleinen Steinansammlungen; kein Hinweis auf Grabkammer, vermutlich bereits durch Wegbau zerstört";3;0;0;0;
750;1475;"Grab 11";"Steinkreis aus ein- bis zweifach auf anstehenden Lehm gesetzten Steinen; innere Bereich der Steinpackung nur lückenhaft erhalten, z. T. großformatigere Sandsteine";2;0;0;0;
750;1476;"Grab 12";"Urnengrab, unter 2 großen Kalksteinplatten des Steinkreises von Grab 11 im SW [es stellt sich wieder die Frage nach dem zeitlichen Verhältnis]";4;0;1;0;"2"
750;1477;"Grab 13";"Einlagige Steinpackung, abgeschlossen von Kranz größerer Steine, bereits teilweise zerstört";2;0;0;0;
750;1478;"Grab 14 u. 15";"Steinpackung aus ein- bis zweilagigen Kalksteinen auf anstehendem Lehmboden; umgeben von Kranz von etwas größeren Steinen; zentrale Grabkammer im W von geschlossener Steindecke bedeckt; großflächig aufgedeckt bis von Straße bedeckter SW-Bereich";2;0;0;0;
750;1479;"Grab 16";"Reste einer Steinpackung aus einlagig auf Lehmboden aufgesetzten, z. T. sehr großen Kalksteinen, Erhaltung eher schlecht; umgeben von Kranz großer, auf Lehmboden gesetzter Steinbrocken";3;0;0;0;
750;1480;"Grab 17";"Urnengrab, zur Hälfte von einer zum südlichen Teil des Steinkreises von Grab 16 gehörenden Steinplatte abgedeckt";4;0;1;0;"2"
750;1481;"Grab 18";"nur im NO gegrabener Teil einer Steinpackung, die aus Kalksteinen bestand, die einlagig auf anstehendem Lehm aufsaßen; begrenzt von größeren, meist senkrecht stehenden Steinen; Grabbereich nicht erfaßt";2;0;0;0;
750;1482;"Grab 19";"Brandgrab unter der Steinpackung von Grab 18, im NO, abgedeckt von großem Kalksteinbrocken, der auch zur Steinpackung/-kranz von Grab 18 gehören könnte";4;0;1;0;"2"
750;1483;"Grab 20";"Brandgrab, gelegen zwischen Steinkränzen der Gräber 13 und 18, abgedeckt von einer Steinplatte + mehreren kleinen Steinen, die ca. 0,6 m hohen Kalksteinbrocken abstützten";2;0;1;0;
750;1484;"Grab 21";"nur noch als lose Steingruppierung erhaltene Steinpackung";3;0;0;0;
750;1485;"Grab 22";"Bereits weitgehend zerstörte Steinpackung, die auch nur teilweise untersucht wurde; bestand aus einer Kalksteinlage auf anstehendem Lehm; Steinkreis bestehend aus einreihig gesetzten Steinen";3;0;0;0;
750;1486;"Grab 23";"Nicht vollständig erfaßt Steinpackung aus Kalksteinen unterschiedlichen Formats, in 1-2 Schichten anstehendem Lehm aufliegend; vermutlich identisch mit einem von Hundt 1934 ergrabenem Grab";3;0;0;0;
751;1487;"Grab 1";"Auf ehemalige Steinpackung deuten nur einzelne Steinansammlungen hin";3;0;0;0;
751;1488;"Grab 2";"Nur einige kleine Steingruppierungen deuten auf ehemalige Steinpackung hin";3;0;0;0;
751;1489;"Grab 3";"Ehemlage Steinpackung auf anstehendem Lehm bereits weitgehend zerpflügt; keine Aussagen möglich zu Form + Größe";3;0;0;0;
751;1490;"Grab 4";"im NO von Grabungsfläche noch als Erhebung im Gelände sichtbar; wurde nicht ausgegraben";5;0;0;0;
751;1491;"Grab 5";"Körperbestattung in Grube, die offensichtlich von Steinen abgedeckt war";2;0;0;0;
751;1492;"Grab 6";"Gut erhaltene Steinpackung, am Rand von Kranz größerer Steine abgeschlossenm, auf anstehenden Lehm aufgesetzt, bestehend hauptsächlich aus Kalksteinen + wenigen, vor allem im Steinkreis befindlichen Sandsteinen; geschichtet in 1-2 Lagen";1;0;0;0;
751;1493;"Grab 7";"Stellenweise gut erhaltene Steinpackung aus kleinen Kalksteinen, auf anstehenden Lehm aufgesetzt; nach außen abgeschlossen durch Kranz großer, insbesondere Sandsteine; Grabkammer kaum noch von Steinen bedeckt; Steinpackung nicht vollständig ausgegraben";2;0;0;0;
751;1494;"Grab 8";"Wenige Steinansammlungen wiesen noch auf evtl. ehemalige Steinpackung hin";3;0;0;0;
751;1496;"Grab 9";"Gut erhaltene flächendeckende Steinpackung aus Kalksteinen, wenigen Sandsteinen, einlagig auf anstehendem Lehm; Grabkammer noch vollständig von Steinen bedeckt";1;0;0;0;
751;1497;"Grab 10";"Vollständig zerstörtes Grab";3;0;0;0;
751;1498;"Grab 11";"Teilweise nur schlecht erhaltene Steinpackung aus Kalksteinen mittlerer Größe, die auf anstehendem Lehm aufsaßen [nach Taf. 35 von Steinkranz umgeben]";3;0;0;0;
751;1499;"Grab 12";"Nicht vollständig untersuchte Steinpackung aus relativ kleinen Kalksteinen, auf anstehendem Lehmboden gesetzt, abgeschlossen von Kranz größerer Steine";2;0;0;0;
751;1500;"Grab 13";"Bereits weitgehend verpflügtes Grab, evtl. ehemals von Steinpackung abgedeckt";3;0;0;0;
751;1501;"Grab 14";"Brandgrab, das mit einem großen Kalkstein + mehreren kleinen Steinen abgedeckt einschichtig war; 0,5 m nördlich davon einige Tierknochen + Scherben auf dem Lehmboden";2;0;1;0;
751;1502;"Grab 15";"Brandgrab?, ca. 0,8 m südwestl. von Grab 14";4;0;0;0;
751;1503;"Grab 16";"Runde Steinabdeckung, bestehend aus einer Lage Kalksteinen unterschiedlicher Größe";2;0;0;0;
751;1504;"Grab 17";"Brandgrube? auf der großer Kalkstein lag";2;0;1;0;
751;1505;"Grab 18";"Steinpackung von Kalksteinen unterschiedlicher Größe, einschichtig dem anstehenden Lehmboden aufliegend; abgeschlossen durch Kranz meist größerer Steine [nach Detailplan Taf. 39 scheint es, als ob Grab 18 auf Grab 21 Rücksicht nähme, wäre damit jünger, wi";2;0;0;0;
751;1506;"Grab 19";"Etwa 0,2 m östlich der Grabkammer von Grab 18 (also noch innerhalb der Steinpackung) Grab 19, von großem Kalkstein abgedeckt [dürfte also älter sein als Steinpackung]";2;0;1;0;"1"
751;1507;"Grab 20";"Nur noch teilweise erhaltene Steinpackung aus Kalk-, weniger aus Sandsteinen, auf den Lehmboden gesetzt";3;0;0;0;
751;1508;"Grab 21";"Insgesamt gut erhaltene Steinpackung aus Kalk-, vereinzelt Sandsteinen, einschichtig auf anstehenden Lehmboden verlegt; im NO bogenförmige Steinsetzung, Innenfläche zwischen Steinsetzung und -kranz war steinfrei, 2,6 x 1 m große Verfärbung erkennbar; im P";1;1;0;0;
751;1509;"Grab 22";"Brandgrab";4;0;0;0;
751;1510;"Grab 23";"Brandgrab, wohl abgedeckt von Steinabdeckung";3;0;0;0;
751;1511;"Grab 24 und 25";"Brandgrab";4;0;0;0;
751;1512;"Grab 26";"Durch Pflug stark gestörte und nur teilweise ausgegrabene Steinpackung, einlagig auf Lehmboden niedergelegt; abgeschlossen wohl durch Kranz größerer Steine";3;0;0;0;
751;1513;"Grab 27";"Nur angegrabene Steinpackung; keine weiteren Details bekannt";3;0;0;0;
751;1514;"Grab 28";"Brandgrab";4;0;0;0;
753;1495;"Hügel 60";"Hügel mit 1 m breitem Steinkranz";1;0;0;0;
753;3025;"Hügel 32";"Hügel mit HaC-Brandgrab, HaD- und latènezeitlichen Nachbestattungen; wohl ohne Kreisgraben und Steinkreis, von Kreisgraben von Hügel 31 überschnitten";1;0;0;0;
753;3026;"Hügel 47";"Hügel mit Steinkreis; ein Stein aus Stubensandstein mit Verzierung (nach Reim evtl. Stele evtl. auch frühbronzezeitlich)";1;0;0;0;
753;3027;"Brandgrubengrab 84";"Brandgrubengrab, von Sandsteinplatte mit eingeritzter menschenähnlicher Darstellung überdeckt [sekundäre Verwendung?]";1;0;1;0;
753;3028;"Brandgrubengrab 95";"Brandgrab";4;0;0;0;
753;3155;"Hügel 76";"Hügel mit leicht ovaler ""Steineinfassung"", wird von der Steinmauer um Hügel 75 überlagert; unter der Hügelschüttung 2 Brandgrubengräber [gleichzeitig? beide zumindestens angelegt, bevor Hügel aufgeschüttet wurde]";2;0;0;0;
753;3156;"Brandgrubengrab 102";"Kleiner Hügel (Dm. 2,5-2 m) über Brandgrubengrab";2;0;0;0;
753;3157;"Hügel 14";"Hügel mit Steinkreis";5;0;0;0;
753;3158;"Hügel 75";"Hügel mit mehrlagiger Steineinfassung, die diejenige von Hügel 76 überlagerte";2;0;0;0;
753;3159;"Hügel 74";"Hügel, ohne Steinkreis oder Kreisgraben";2;0;0;0;
753;3160;"Hügel 46";"Hügel mit Steinkreis; in Hügelschüttung nachträglich eingebracht Brandgrubengrab 66; unter dem nö [nach Reim nw; aber s. Plan] Rand des Steinkreises Körpergrab eines Kleinkindes";2;0;0;0;
753;3161;"Hügel 46 - Körpergrab";"Körperbestattung, unter dem nö Rand des Steinkreises von Hügel 46 [zeitliches Verhältnis?]";5;0;0;0;"2"
753;3162;"Hügel 11";"Hügel mit Steinkreis (Dm. 9-10 m); mit zentralem Brandgrab, peripherem Brandgrubengrab und LtC-Brandgrab";2;0;0;0;
753;3163;"Hügel 25";"Hügel mit Steinkreis und zentralem Brandgrab";2;0;0;0;
753;3164;"Hügel 3";"Hügel ohne Steinkreis";2;0;0;0;
753;3165;"Hügel 42";"Hügel ohne Steinkreis; mit zentralem Brandgrab und unmittelbar nw davon Brandgrubengrab";2;0;0;0;
753;3166;"Hügel 8";"Hügel mit Steinmäuerchen";2;0;0;0;
753;3167;"Hügel 7";"Hügel mit 2-3lagiger Steinmauer (Dm. 3,2-3,5 m); nach innen schließen weitere Steine an [Mauerversturz? sieht eigentlich nicht so aus, erscheint auch unwahrscheinlich]";2;0;0;0;
753;3168;"Hügel 24";"Hügel mit Steinkreis; nur ausschnitthaft ausgegraben";3;0;0;0;
753;3169;"Hügel 62";"Hügel, von viereckiger Steineinfassung um Hügel 65 teilweise überlagert";2;0;0;0;
753;3170;"Hügel 26";"Hügel mit Steinkreis und Kreisgraben; mit zentralem Scheiterhaufengrab, zentraler Körpernachbestattung, tangential angelegten Körpernachbestattungen und zentral und peripher gelegenen Brandgrubengräbern";2;0;0;0;
753;3171;"Hügel 10";"Hügel ohne Steinkreis oder Kreisgraben; mit zentralem Brandgrab und zentraler Körpernachbestattung; an der Hügelperipherie tangential angelegtes LtB-Körpergrab und Brandgrubengrab";2;0;0;0;
753;3172;"Brandgrubengrab 21";"Brandgrab, unter dem zentralen Brandgrab von Hügel 26 liegend";4;0;0;0;"1"
753;3173;"Brandgrubengrab 2";"Brandgrab";5;0;0;0;
753;3174;"Brandgrubengrab 31";"Brandgrubengrab";5;0;0;0;
753;3175;"Brandgrubengrab 55";"Brandgrab";5;0;0;0;
753;3176;"Brandgrubengrab 97";"Brandgrab";5;0;0;0;
753;3177;"Brandgrubengrab 60";"Brandgrab";5;0;0;0;
753;3178;"Brandgrubengrab 14";"Brandgrab, über dessen Steinschicht Säugling bestattet wurde";5;0;0;0;
754;1515;"1997/1998";"Urnengrab";3;0;0;0;
754;1566;"1965";"Brandgrab";3;0;0;0;
754;1573;"1986";"Lesefund";3;0;0;0;
754;2131;"Grab 1967";"Brandgrab";3;0;0;0;"3"
755;1517;;"Urnengrab";5;0;0;0;
755;1518;;"Urnengrab";5;0;0;0;
755;1519;;"Urnengrab";5;0;0;0;
755;1520;;"Urnengrab";5;0;0;0;
757;1521;"Hügel 1997";"Mächtige Steinpackung; bereits teilweise zerstört, deshalb keine Aussagen zur ehemaligen Größe und zum Vorhandensein eines Steinkreises möglich [Ausgräber vermutet Durchmesser von 20 m]";3;0;0;0;
